"PROTEIN","FBgn","FBgn_mel","SYMBOL","Sec","Unique.peptides","LFQ.intensity.CAG_1A","LFQ.intensity.CAG_1B","LFQ.intensity.CAG_2_1","LFQ.intensity.CAG_2_2","LFQ.intensity.CAG_3","LFQ.intensity.CEB_1A","LFQ.intensity.CEB_1B","LFQ.intensity.CEB_2_1","LFQ.intensity.CEB_2_2","LFQ.intensity.CEB_3","LFQ.intensity.VAG_1A","LFQ.intensity.VAG_1B","LFQ.intensity.VAG_2_1","LFQ.intensity.VAG_2_2","LFQ.intensity.VAG_3","LFQ.intensity.VEB_1A","LFQ.intensity.VEB_1B","LFQ.intensity.VEB_2_1","LFQ.intensity.VEB_2_2","LFQ.intensity.VEB_3"
"augustus_masked-scaffold1505-size37034-abinit-gene-0.3-mRNA-1","FBgn0210327","FBgn0266064","GJ23225",NA,3,0,0,0,0,0,2880300,2591600,6657300,6551000,3334000,0,0,0,0,0,3050100,4338300,3061800,2985400,3341800
"augustus_masked-scaffold150-size92387-abinit-gene-0.0-mRNA-1","FBgn0210041","FBgn0038806","GJ22938",NA,2,0,0,0,0,0,0,0,0,0,2457100,0,0,0,0,0,0,0,0,0,0
"augustus_masked-scaffold1529-size25037-abinit-gene-0.2-mRNA-1","FBgn0205719","FBgn0035134","GJ18561",NA,4,68776000,59608000,89831000,85912000,90606000,21761000,21029000,34390000,36397000,33306000,76227000,82267000,99977000,91942000,75165000,29840000,28056000,35413000,39601000,29134000
"augustus_masked-scaffold1544-size45479-abinit-gene-0.0-mRNA-1","FBgn0204346","FBgn0060296","GJ17169",NA,5,0,0,0,0,0,4660600,4657200,0,3408400,5178000,0,0,0,0,0,0,3816800,0,4707800,0
"augustus_masked-scaffold1564-size26448-abinit-gene-0.0-mRNA-1","FBgn0202079","FBgn0086367","GJ14875",NA,6,0,0,0,0,0,17616000,18052000,18296000,18316000,20559000,0,0,0,0,0,0,0,0,0,0
"augustus_masked-scaffold156-size116054-abinit-gene-0.18-mRNA-1","FBgn0209895",NA,"GJ22791",NA,1,10338000,0,17921000,14162000,10324000,17549000,18581000,24299000,20628000,25187000,14883000,12318000,18896000,17126000,17036000,20527000,15776000,19942000,19017000,25197000
"augustus_masked-scaffold156-size116054-abinit-gene-0.2-mRNA-1","FBgn0211562","FBgn0039639","GJ24482",NA,2,0,0,0,0,0,5234600,4854800,5790700,0,6103100,0,0,0,0,0,4080400,5600300,0,6055000,5126700
"augustus_masked-scaffold156-size116054-abinit-gene-1.0-mRNA-1","FBgn0211547","FBgn0037298","GJ24467",NA,9,49469000,48045000,45175000,50196000,51521000,6148600,5016600,8229600,7785300,12675000,44895000,52879000,48122000,60742000,25427000,6887100,4990400,10102000,3976000,6787400
"augustus_masked-scaffold156-size116054-abinit-gene-1.6-mRNA-1","FBgn0209897","FBgn0000455","GJ22793",NA,6,8158200,0,0,6682800,0,8051200,6053000,7196700,7393200,9758800,0,0,6150400,0,0,6965900,6631800,5466500,6697700,7608400
"augustus_masked-scaffold1575-size46945-abinit-gene-0.1-mRNA-1",NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364800,0
"augustus_masked-scaffold157-size67949-abinit-gene-0.3-mRNA-1","FBgn0200376","FBgn0036277","GJ13149",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009700,0,0
"augustus_masked-scaffold1585-size17018-abinit-gene-0.1-mRNA-1","FBgn0204810","FBgn0032298","GJ17641",NA,3,0,0,0,2651500,0,0,0,6437600,3262000,0,0,0,0,0,3514500,0,0,0,0,0
"augustus_masked-scaffold1585-size17018-abinit-gene-0.2-mRNA-1","FBgn0207872","FBgn0032299","GJ20734","Sec",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7096100
"augustus_masked-scaffold158-size227332-abinit-gene-1.4-mRNA-1","FBgn0205493","FBgn0027496","GJ18334",NA,9,53421000,44290000,60294000,58579000,52590000,23264000,25719000,25066000,19899000,26110000,47194000,49968000,56861000,62078000,55329000,32578000,25757000,29961000,30816000,24692000
"augustus_masked-scaffold1594-size28686-abinit-gene-0.2-mRNA-1","FBgn0202166","FBgn0033382","GJ14963",NA,10,0,0,0,0,0,50131000,46926000,35467000,38348000,49097000,0,0,0,0,0,40077000,41545000,49729000,51293000,33505000
"augustus_masked-scaffold1601-size13635-abinit-gene-0.0-mRNA-1",NA,NA,NA,NA,2,0,0,0,0,0,5994200,5673200,3686000,4343100,0,0,0,0,0,0,0,4029700,4181500,4560700,3973900
"augustus_masked-scaffold1608-size52910-abinit-gene-0.2-mRNA-1","FBgn0199209","FBgn0029118","GJ11957",NA,7,0,0,0,0,0,14168000,14240000,15230000,16614000,19513000,0,0,0,0,0,20661000,17379000,19082000,18326000,24612000
"augustus_masked-scaffold161-size104503-abinit-gene-0.4-mRNA-1","FBgn0208036","FBgn0010409","GJ20900",NA,9,64958000,48774000,58387000,62531000,54554000,30715000,23460000,43091000,47972000,53836000,44853000,37580000,89962000,99406000,75816000,53539000,49842000,71831000,65111000,37533000
"augustus_masked-scaffold1629-size26357-abinit-gene-0.4-mRNA-1","FBgn0064307","FBgn0003701","GJ20106",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989570
"augustus_masked-scaffold162-size90734-abinit-gene-0.0-mRNA-1","FBgn0200429","FBgn0035213","GJ13203",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5050200
"augustus_masked-scaffold1641-size26128-abinit-gene-0.0-mRNA-1","FBgn0206934","FBgn0032693","GJ19792",NA,3,0,0,0,0,0,0,0,0,0,8542600,0,0,0,0,0,0,0,0,0,0
"augustus_masked-scaffold1654-size68609-abinit-gene-0.7-mRNA-1","FBgn0206686","FBgn0030178","GJ19543",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2363200
"augustus_masked-scaffold1661-size29244-abinit-gene-0.3-mRNA-1","FBgn0203114","FBgn0023537","GJ15927",NA,17,168840000,141790000,145500000,156140000,151570000,202290000,189720000,223850000,210910000,203650000,175350000,173070000,178820000,174840000,188210000,185830000,186530000,165020000,168390000,228890000
"augustus_masked-scaffold16884-size703-abinit-gene-0.0-mRNA-1","FBgn0203968","FBgn0030341","GJ16789","Sec",2,27956000,41857000,31627000,29253000,32365000,15785000,0,18224000,21395000,14074000,28626000,22068000,26283000,0,32634000,19813000,22487000,22406000,19176000,16662000
"augustus_masked-scaffold169-size86990-abinit-gene-0.1-mRNA-1","FBgn0206916","FBgn0004003","GJ19774","Sec",11,140230000,120630000,127660000,132220000,141430000,31926000,35504000,46470000,41774000,39804000,146540000,141450000,153290000,147850000,161090000,37379000,42923000,36417000,43433000,58692000
"augustus_masked-scaffold171-size153362-abinit-gene-0.5-mRNA-1","FBgn0205293","FBgn0032519","GJ18128",NA,3,50812000,50223000,46797000,49715000,58341000,26604000,26494000,22836000,26731000,38507000,42338000,43660000,72563000,54729000,58830000,32784000,32220000,37390000,47675000,27113000
"augustus_masked-scaffold171-size153362-abinit-gene-1.12-mRNA-1","FBgn0205305","FBgn0024846","GJ18140",NA,3,12114000,7765300,0,5502800,8492300,12591000,19814000,23511000,16567000,15123000,8092700,7196700,10444000,7306600,6450100,10582000,18065000,11614000,14392000,11309000
"augustus_masked-scaffold173-size77211-abinit-gene-0.1-mRNA-1","FBgn0202073","FBgn0052675","GJ14869",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004500,0
"augustus_masked-scaffold1740-size22170-abinit-gene-0.1-mRNA-1","FBgn0197689","FBgn0039757","GJ10407",NA,14,297190000,288390000,328540000,291940000,299180000,106280000,115170000,207220000,194740000,178580000,341520000,328720000,416120000,354680000,334230000,144410000,149020000,169220000,180280000,107630000
"augustus_masked-scaffold177-size153351-abinit-gene-0.1-mRNA-1","FBgn0204448","FBgn0031629","GJ17272","Sec",6,0,0,0,0,0,41826000,44785000,49352000,46812000,34437000,0,0,0,0,0,74456000,64349000,61404000,61342000,59440000
"augustus_masked-scaffold177-size153351-abinit-gene-0.8-mRNA-1","FBgn0211458","FBgn0031661","GJ24378",NA,5,9105400,7734800,10765000,8979900,7990600,5668700,0,0,6705800,5961600,8078800,8947700,11932000,10828000,8694300,0,4869900,7373500,5454100,6819200
"augustus_masked-scaffold1781-size28099-abinit-gene-0.0-mRNA-1","FBgn0206697","FBgn0031505","GJ19555",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962120,0,0,0,0,0
"augustus_masked-scaffold1782-size13150-abinit-gene-0.0-mRNA-1","FBgn0197526",NA,"GJ10239","Sec",10,187030000,198720000,228590000,234550000,256330000,0,0,0,0,0,1.94e+08,212230000,246200000,227790000,295210000,0,0,0,0,0
"augustus_masked-scaffold1786-size15651-abinit-gene-0.0-mRNA-1","FBgn0208697","FBgn0265187","GJ21578",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132000
"augustus_masked-scaffold1790-size14554-abinit-gene-0.1-mRNA-1","FBgn0206637","FBgn0030240","GJ19494",NA,5,8460600,7838200,7471600,0,0,10616000,10030000,12542000,14705000,13270000,7368800,0,9400100,0,0,14936000,13402000,13077000,12276000,17464000
"augustus_masked-scaffold1792-size44811-abinit-gene-0.6-mRNA-1","FBgn0206818","FBgn0024556","GJ19676",NA,13,29800000,24739000,27916000,33298000,25186000,41121000,43226000,43636000,55776000,43277000,33843000,32989000,25099000,32006000,27135000,46099000,53054000,34989000,35832000,39275000
"augustus_masked-scaffold17-size143674-abinit-gene-0.2-mRNA-1","FBgn0203903","FBgn0284248","GJ16722",NA,6,113010000,100820000,91362000,92659000,96024000,173470000,193290000,49217000,54113000,218460000,87169000,84379000,108290000,96374000,94416000,137550000,145790000,131900000,132510000,179100000
"augustus_masked-scaffold17-size143674-abinit-gene-0.8-mRNA-1","FBgn0198396","FBgn0261800","GJ11135","Sfp",10,41126000,29840000,10027000,15386000,13771000,21596000,21775000,4093200,4193000,4233400,17085000,17202000,11734000,12189000,16799000,8875900,7189500,4705400,4804500,0
"augustus_masked-scaffold180-size179317-abinit-gene-0.8-mRNA-1","FBgn0210778","FBgn0038683","GJ23681",NA,3,3314800,0,0,0,0,3662500,3358600,4108000,0,4174400,0,0,2603800,0,0,3216900,4746100,2972400,3308000,4732100
"augustus_masked-scaffold181-size42747-abinit-gene-0.3-mRNA-1","FBgn0201088","FBgn0036512","GJ13869",NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7731400,0,0,0,0,0
"augustus_masked-scaffold182-size90750-abinit-gene-0.0-mRNA-1","FBgn0199130","FBgn0036887","GJ11876",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066500
"augustus_masked-scaffold182-size90750-abinit-gene-0.9-mRNA-1","FBgn0199126","FBgn0036892","GJ11872",NA,4,0,0,0,4488200,0,6164200,5318100,0,0,5170100,0,0,4516600,0,0,4695600,5670700,5347300,5165300,4472000
"augustus_masked-scaffold183-size84244-abinit-gene-0.3-mRNA-1","FBgn0198143","FBgn0038360","GJ10874",NA,4,0,0,0,0,0,5494700,5297300,5321900,5600800,6856200,0,0,0,6272300,0,5719100,5622200,6097900,5307900,6090200
"augustus_masked-scaffold1840-size19793-abinit-gene-0.2-mRNA-1","FBgn0203830","FBgn0020653","GJ16646",NA,19,103400000,155820000,138910000,126690000,139330000,206640000,222100000,225180000,216250000,225440000,115220000,102710000,104850000,103930000,114930000,199650000,210220000,193150000,194990000,259640000
"augustus_masked-scaffold1867-size22147-abinit-gene-0.1-mRNA-1","FBgn0211048","FBgn0038858","GJ23961",NA,2,0,0,0,0,0,4572100,0,0,0,5355400,0,0,0,0,0,0,0,0,0,4710300
"augustus_masked-scaffold1870-size11774-abinit-gene-0.4-mRNA-1","FBgn0201410","FBgn0039145","GJ14195",NA,2,0,0,0,0,0,6280100,4801400,5073400,4619500,10878000,0,0,2775100,2415500,0,0,4913700,5039500,4987600,5363400
"augustus_masked-scaffold1904-size13426-abinit-gene-0.1-mRNA-1","FBgn0207247","FBgn0026316","GJ20107",NA,6,0,0,0,12386000,0,13919000,11167000,0,13485000,20483000,8900800,8729200,10894000,10286000,0,14080000,12869000,16090000,12963000,16791000
"augustus_masked-scaffold190-size123021-abinit-gene-1.3-mRNA-1","FBgn0209303","FBgn0000181","GJ22190",NA,8,133970000,157050000,115780000,118340000,117230000,154540000,149620000,120050000,112330000,126940000,167570000,177040000,166210000,156990000,120600000,146940000,152820000,131440000,130480000,115670000
"augustus_masked-scaffold1927-size21344-abinit-gene-0.0-mRNA-1","FBgn0197730",NA,"-",NA,34,84577000,56786000,65251000,78105000,61408000,175760000,167860000,120240000,128780000,151980000,59994000,74575000,72281000,67887000,67291000,130940000,128820000,120280000,123890000,106120000
"augustus_masked-scaffold1939-size45852-abinit-gene-0.1-mRNA-1","FBgn0202858","FBgn0015776","GJ15669",NA,4,11932000,0,0,0,0,26229000,0,0,0,14827000,9207300,0,0,12006000,0,0,0,14653000,14202000,0
"augustus_masked-scaffold1939-size45852-abinit-gene-0.2-mRNA-1","FBgn0202847","FBgn0015777","GJ15658",NA,3,5697400,0,0,5240500,8408100,0,0,0,0,0,0,0,0,0,7295600,0,0,0,0,0
"augustus_masked-scaffold1942-size19454-abinit-gene-0.2-mRNA-1","FBgn0200531","FBgn0052412","GJ13305",NA,23,136350000,145450000,272340000,272940000,201090000,0,0,1441200,1526900,2117600,190760000,122560000,213140000,148420000,312010000,26658000,15495000,27235000,31855000,16080000
"augustus_masked-scaffold194-size125457-abinit-gene-0.2-mRNA-1","FBgn0061220","FBgn0002622","GJ24100",NA,18,242040000,208640000,274220000,311510000,287860000,104480000,98945000,115480000,113330000,147660000,294020000,288820000,357230000,357380000,287900000,155690000,139160000,155610000,156820000,107190000
"augustus_masked-scaffold1957-size44547-abinit-gene-0.4-mRNA-1","FBgn0202898","FBgn0029629","GJ15710",NA,6,15389000,21505000,20336000,19380000,21302000,10171000,10019000,13739000,11088000,16006000,21908000,25504000,17554000,16193000,23105000,11261000,16052000,12722000,13372000,16397000
"augustus_masked-scaffold195-size50053-abinit-gene-0.7-mRNA-1","FBgn0210466","FBgn0019624","GJ23365",NA,7,92842000,87584000,77346000,92140000,62014000,111340000,98360000,26261000,23589000,39201000,74117000,97007000,75276000,70684000,69497000,48620000,33843000,30373000,34879000,18754000
"augustus_masked-scaffold195-size50053-abinit-gene-0.8-mRNA-1","FBgn0210948","FBgn0037955","GJ23853",NA,8,33541000,26379000,32965000,38621000,36494000,11183000,12821000,14279000,12835000,16415000,41173000,36796000,43409000,49158000,37995000,9903100,14122000,13322000,11260000,9971900
"augustus_masked-scaffold19721-size620-abinit-gene-0.0-mRNA-1",NA,NA,NA,NA,5,8696900,28447000,57315000,36228000,7488900,2365400,1526100,6323400,5630700,2479900,6550600,0,6857400,0,0,3130800,3748500,1596900,1632800,3250000
"augustus_masked-scaffold1973-size33907-abinit-gene-0.1-mRNA-1","FBgn0197335","FBgn0031961","GJ10045",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4312100,5080000,0
"augustus_masked-scaffold1979-size11015-abinit-gene-0.1-mRNA-1",NA,NA,NA,NA,4,4968600,4282000,0,0,0,20386000,13479000,17839000,20435000,12840000,0,0,2637800,0,0,6900700,9530700,6602000,8355000,7665200
"augustus_masked-scaffold1989-size10946-abinit-gene-0.0-mRNA-1","FBgn0207731","FBgn0032010","GJ20592",NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037800
"augustus_masked-scaffold1-size140626-abinit-gene-0.10-mRNA-1","FBgn0201005","FBgn0267330","GJ13786",NA,3,7407200,0,23868000,24283000,59548000,0,0,0,0,0,9637100,6266900,28466000,26366000,48462000,0,0,0,0,0
"augustus_masked-scaffold201-size164817-abinit-gene-0.11-mRNA-1","FBgn0199486","FBgn0266582","GJ12236",NA,7,15481000,20130000,16084000,14956000,16348000,20123000,18332000,12300000,9345700,7773900,17962000,15364000,16056000,14139000,12195000,11565000,14267000,12141000,10716000,6453200
"augustus_masked-scaffold2029-size32202-abinit-gene-0.1-mRNA-1","FBgn0206776","FBgn0039924","GJ19634",NA,4,0,0,0,0,0,3926400,4653400,0,0,4397900,0,0,2576100,0,0,3680900,3412500,3225400,3603800,4533000
"augustus_masked-scaffold202-size159099-abinit-gene-0.1-mRNA-1","FBgn0202375","FBgn0011661","GJ15179",NA,32,109390000,123270000,161830000,164040000,179950000,174430000,171750000,249740000,258490000,276790000,137420000,135900000,147570000,153450000,164860000,206120000,211910000,265620000,268600000,325100000
"augustus_masked-scaffold2030-size16522-abinit-gene-0.0-mRNA-1","FBgn0202942","FBgn0040309","GJ15754",NA,8,197790000,164230000,178840000,182170000,149700000,293330000,306240000,378340000,364520000,338860000,167180000,180540000,175390000,170700000,166570000,288670000,301960000,263320000,263610000,322810000
"augustus_masked-scaffold2030-size16522-abinit-gene-0.1-mRNA-1","FBgn0203015","FBgn0010198","GJ15828",NA,4,136900000,144940000,129360000,142330000,122830000,46106000,46204000,50962000,47896000,64728000,118430000,102280000,140460000,138980000,137770000,53799000,52316000,66058000,55079000,46531000
"augustus_masked-scaffold2039-size19510-abinit-gene-0.2-mRNA-1","FBgn0203213","FBgn0029687","GJ16028",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26794000
"augustus_masked-scaffold203-size96283-abinit-gene-0.4-mRNA-1","FBgn0204985","FBgn0014189","GJ17817",NA,10,33482000,34007000,36444000,33841000,35864000,30518000,33633000,43354000,43114000,29730000,37066000,48693000,48231000,43745000,36628000,30037000,37969000,32655000,30412000,31379000
"augustus_masked-scaffold203-size96283-abinit-gene-0.8-mRNA-1","FBgn0204988","FBgn0031713","GJ17820",NA,3,0,0,0,0,0,6973100,7622700,5027800,6254600,7641100,0,0,0,0,0,5866100,6658500,4445200,5282400,5171900
"augustus_masked-scaffold2070-size14558-abinit-gene-0.0-mRNA-1","FBgn0208293","FBgn0022382","GJ21160",NA,11,56491000,43316000,54746000,59537000,27786000,45772000,36812000,56929000,48966000,55311000,12479000,9714400,15705000,12729000,7599400,31925000,29066000,28944000,33038000,37503000
"augustus_masked-scaffold2077-size21779-abinit-gene-0.0-mRNA-1","FBgn0210541","FBgn0038774","GJ23442","Sec",14,5155700,1648200,4588500,3658400,1720700,822250000,778470000,1046400000,995240000,805990000,12560000,13937000,14855000,8690500,1407000,471160000,690380000,545390000,641470000,787340000
"augustus_masked-scaffold2085-size18323-abinit-gene-0.2-mRNA-1","FBgn0201517","FBgn0038876","GJ14302",NA,3,0,0,0,0,0,3409700,3440500,3469700,0,7146700,0,0,0,0,0,3642000,0,0,3422500,0
"augustus_masked-scaffold209-size117310-abinit-gene-0.6-mRNA-1","FBgn0208983","FBgn0013325","GJ21865",NA,6,106510000,83397000,71467000,90372000,92005000,41691000,36208000,35626000,35714000,56984000,106450000,103290000,117860000,92870000,84125000,59823000,48581000,52910000,52835000,34620000
"augustus_masked-scaffold211-size266153-abinit-gene-2.2-mRNA-1","FBgn0210973","FBgn0037855","GJ23878",NA,9,9926700,8254300,10008000,11299000,10254000,30768000,34639000,38681000,37993000,40481000,18075000,15886000,8855800,12708000,19889000,65131000,42351000,55660000,54318000,76423000
"augustus_masked-scaffold211-size266153-abinit-gene-2.4-mRNA-1","FBgn0210431","FBgn0028690","GJ23330",NA,8,0,0,10652000,8831900,8873600,8360200,8103900,0,0,9631600,0,0,8420200,11085000,0,6711600,7056300,8503800,8857600,7033400
"augustus_masked-scaffold212-size112983-abinit-gene-1.0-mRNA-1","FBgn0207998","FBgn0034914","GJ20862","Sec",6,42818000,33344000,38328000,38985000,38965000,18270000,14701000,14041000,12915000,18454000,41809000,46414000,44440000,39853000,39561000,19103000,17995000,18445000,14918000,16386000
"augustus_masked-scaffold212-size112983-abinit-gene-1.3-mRNA-1","FBgn0207999","FBgn0053138","GJ20863",NA,18,0,0,10635000,10045000,6823900,36836000,47638000,52862000,47609000,85324000,12362000,13576000,11677000,9829800,7368300,31148000,30037000,38741000,27845000,27749000
"augustus_masked-scaffold2130-size62754-abinit-gene-0.0-mRNA-1","FBgn0204925","FBgn0000636","GJ17756",NA,7,114760000,108980000,107140000,105210000,83858000,5745700,7090500,4175800,0,4520300,168090000,156190000,133020000,137610000,104180000,5232400,3580200,3417300,5319800,4700300
"augustus_masked-scaffold213-size77900-abinit-gene-0.3-mRNA-1","FBgn0211266",NA,"GJ24183","Sec",9,137870000,90413000,53457000,48766000,30691000,0,0,0,0,0,27938000,35901000,100230000,92098000,48131000,0,0,0,0,0
"augustus_masked-scaffold213-size77900-abinit-gene-0.4-mRNA-1","FBgn0211264","FBgn0039598","GJ24180","Sfp",11,290280000,169040000,87810000,74331000,65528000,0,0,0,0,0,78879000,73549000,205170000,205090000,127430000,0,0,0,0,0
"augustus_masked-scaffold2149-size39859-abinit-gene-0.4-mRNA-1","FBgn0203148","FBgn0010341","GJ15962",NA,4,0,0,0,0,0,0,9657300,0,9803700,6232600,0,0,0,0,0,7567800,7786700,5917700,7671300,7595900
"augustus_masked-scaffold2149-size39859-abinit-gene-0.6-mRNA-1","FBgn0203147","FBgn0031057","GJ15961",NA,17,43681000,29731000,39188000,40733000,29427000,52773000,58436000,53797000,54706000,48850000,31756000,41637000,33795000,30172000,33717000,44797000,49251000,45020000,45031000,42479000
"augustus_masked-scaffold214-size107269-abinit-gene-0.7-mRNA-1","FBgn0198863","FBgn0023174","GJ11606",NA,4,10033000,8974600,13368000,11892000,9245300,7681100,9225300,12539000,15354000,14366000,8101600,12606000,10248000,10649000,11501000,7511800,9151200,13183000,12145000,10983000
"augustus_masked-scaffold2159-size10008-abinit-gene-0.1-mRNA-1","FBgn0209351","FBgn0033241","GJ22238",NA,7,6602100,0,0,8155900,0,4110400,5237600,9618400,9178300,7114200,7748300,9142500,12209000,12405000,8435400,11041000,9743100,10813000,12225000,12781000
"augustus_masked-scaffold215-size92894-abinit-gene-0.11-mRNA-1","FBgn0211644","FBgn0037328","GJ24565",NA,5,49608000,24066000,36131000,40313000,42050000,9351900,8865400,11808000,14137000,17235000,32232000,25457000,59179000,60092000,27309000,5087500,13586000,14684000,13659000,9945400
"augustus_masked-scaffold215-size92894-abinit-gene-0.16-mRNA-1","FBgn0211647","FBgn0003884","GJ24568","Sfp",20,539540000,622480000,605880000,594780000,605910000,2036600000,1991100000,2572800000,2.707e+09,2.313e+09,631220000,640350000,565780000,574870000,568810000,1671100000,1916200000,2052400000,2047200000,2325600000
"augustus_masked-scaffold2172-size24837-abinit-gene-0.1-mRNA-1","FBgn0202180","FBgn0034718","GJ14980","Sec",2,0,0,0,0,0,16797000,8245600,4308900,0,7881400,0,0,0,0,0,8414900,8269600,8311500,0,7345000
"augustus_masked-scaffold217-size75190-abinit-gene-0.7-mRNA-1",NA,NA,NA,NA,13,107070000,90376000,90470000,91899000,80648000,25651000,27813000,23646000,1.9e+07,25966000,105530000,105810000,101130000,94668000,85695000,29831000,27217000,24971000,23540000,25957000
